Nombre,Marca,Precio,Peso,Volumen,Año de Fabricación,Capacidad de Batería,Resolución,Tipo de Pantalla,Conectividad,Memoria RAM,Almacenamiento,Resistencia al Agua
monitor,HP,4012835,4149.751570902882,17777.33771459462,2008,,4K,,,,,
camara,Sony,3336835,34927.12613938958,3482.3662041372622,2023,,,,,,,
audifonos,Bose,2576843,25531.859010524295,413.47205277320256,2006,,,,Bluetooth,,,
camara,Panasonic,2786002,39603.477244064976,3001.8780626802936,2001,,4K,,,,,
lavadora,Whirlpool,688193,22714.66052030655,105839.43663461771,2005,,,,,,,
secadora,Samsung,5709277,30768.713743749948,146698.503516001,2011,,,,,,,
tablet,Samsung,1445011,19686.56149278692,366.51511175085716,2015,,,,5G,16GB,64GB,
cpu,Intel,6315649,48672.92704445632,10662.491432529449,2006,,,,,,,
cargador,Samsung,1719098,29905.32592113863,52.553044520285844,2011,,,,,,,
lavadora,Whirlpool,6781108,20406.295192036498,125378.9742043557,2011,,,,,,,
cpu,Intel,5172066,11059.227126414007,6579.112935635278,2022,,,,,,,
monitor,LG,6526385,18913.41213415331,12169.955387339216,2023,,,OLED,,,,
laptop,Apple,366081,42199.22199081234,3777.5295990608765,2020,1767.0,,LCD,Bluetooth,,1TB,
cpu,AMD,2021044,30457.4980118896,14743.114121628058,2006,,,,,,,
celular,Samsung,3300371,10855.915456935309,339.7382989130654,2001,,,,NFC,32GB,128GB,
televisores,LG,3485241,45594.09841563799,174638.82104969927,2009,,4K,,,,,
monitor,Dell,9374244,8045.202299703601,7740.265510170208,2002,,4K,OLED,,,,
parlante,Sony,1312851,26647.3021954578,2702.7385646499233,2010,,,,WiFi,,,
audifonos,Bose,4100250,10421.95254105123,248.0116803498407,2014,,,,Bluetooth,,,
monitor,Dell,4169493,42668.66415115459,19061.896043082095,2002,,4K,LED,,,,
smart watch,Garmin,3406648,46904.688291755,174.70902012436295,2021,7855.0,,LED,5G,,,IP67
audifonos,Sony,3994987,44296.75971476805,215.78556315964863,2022,,,,Bluetooth,,,
televisores,LG,8105695,25161.209194356983,115345.85833194488,2023,,4K,OLED,,,,
lavadora,LG,5555685,32758.448373777548,145822.3093727868,2018,,,,,,,
parlante,Sony,5478607,4373.3499245893845,3283.7571628026467,2006,,,,5G,,,
teclado,Razer,494641,5494.740875897967,2693.3225927403114,2007,,,,,,,
celular,Samsung,5047469,34585.6559326525,269.8662629335561,2015,9814.0,,,WiFi,16GB,128GB,
camara,Panasonic,6931089,14129.654350765692,2262.2202851562533,2006,,8K,,,,,
cargador,Apple,1100406,19141.19458498049,154.97279558766132,2003,,,,,,,
parlante,Bose,9933241,14012.865431760594,4858.154475072197,2021,,,,4G,,,
nevera,LG,6306275,38290.29225671717,201404.4584290383,2009,,,,,,,
celular,Huawei,8049400,49972.72455294501,279.48361349676674,2009,6210.0,,,4G,16GB,512GB,IP67
cpu,IBM,1615363,12240.460849836243,6578.88851324124,2003,,,,,,,
cpu,Qualcomm,838430,13484.211417863742,14415.067792966198,2004,,,,,,,
smart watch,Garmin,4775809,12593.591813761195,174.9357597203438,2017,5694.0,,LED,4G,,,
teclado,Corsair,7259997,36542.81541973115,2349.26675031963,2012,,,,,,,
televisores,Samsung,8022437,1130.1495188132099,115450.30692941888,2010,,,LCD,,,,
tablet,Samsung,2998761,2021.8833703508622,280.5353812666434,2019,9645.0,,LCD,4G,4GB,256GB,
camara,Canon,1420083,3973.5059649960144,4944.3266102942025,2018,,4K,,,,,
camara,Canon,656540,13546.487085013297,2466.451474528853,2000,,4K,,,,,
lavadora,Whirlpool,9185018,13948.52290389626,112259.53009048605,2017,,,,,,,
camara,Nikon,855621,37745.31011507411,2031.201858757233,2000,,1080p,,,,,
monitor,Dell,7585328,38330.21740093661,8169.309072686639,2023,,1080p,,,,,
cargador,Belkin,5573317,407.3367969422629,83.14358511548679,2005,,,,,,,
teclado,Razer,127575,27343.29972048318,1144.8941654274868,2000,,,,,,,
mouse,HP,5247789,37981.76527997071,320.2980768778054,2001,,,,,,,
tablet,Samsung,6773779,33555.38683075349,278.363704092752,2003,,,OLED,WiFi,8GB,64GB,
camara,Sony,7970529,32265.59024601726,774.0007320058285,2021,,4K,,,,,
parlante,Bose,1881826,447.8650013387235,4837.622351246919,2000,,,,NFC,,,
teclado,Corsair,7374055,8620.143436746244,1211.0797385517953,2010,,,,,,,
secadora,Samsung,7523308,44567.7000080064,137466.67833269466,2008,,,,,,,
monitor,Samsung,9047910,14652.35795328324,9922.702253892567,2019,,8K,,,,,
camara,Panasonic,3135093,3325.219614022225,1678.7166038482608,2019,,,,,,,
mouse,HP,660316,16245.42359513396,140.05844263661675,2018,,,,,,,
cpu,Qualcomm,6408269,13779.426201247084,12944.670526195998,2018,,,,,,,
parlante,Sony,9658559,18594.4491038627,1290.5394538222179,2019,,,,4G,,,
mouse,HP,2723941,2528.6014592143683,169.907313733429,2014,,,,,,,
secadora,Whirlpool,7086260,34318.272943631644,125925.44334323326,2013,,,,,,,
camara,Nikon,5139164,25581.208696316124,4221.8893570133105,2012,,,,,,,
lavadora,LG,3267869,20579.944988237185,137066.8346369514,2016,,,,,,,
cargador,Anker,4210349,28385.330311058824,192.74078474604272,2015,,,,,,,
monitor,Dell,5419832,42261.09375463232,10032.758818811495,2008,,4K,,,,,
tablet,Huawei,2401472,4063.0197279046324,670.340941622279,2004,2275.0,,OLED,NFC,,64GB,
laptop,Lenovo,3562141,28902.73798756318,5831.906705338481,2008,7342.0,,LCD,Bluetooth,8GB,64GB,
secadora,Samsung,8108748,5598.231285126895,129640.72426971674,2000,,,,,,,
nevera,Samsung,9443674,47875.6599646708,298966.15951491013,2010,,,,,,,
audifonos,Bose,6456233,39390.66313873917,471.1075150567573,2010,,,,5G,,,
nevera,GE,8928487,40240.363379832816,258746.14348001068,2000,,,,,,,
cpu,IBM,5857874,9050.118899941552,13938.919893072172,2006,,,,,,,
teclado,Logitech,5329541,45850.953406488334,651.7271824356134,2007,,,,,,,
camara,Nikon,2587976,5179.575136579585,3838.7463477763827,2021,,8K,,,,,
parlante,LG,4895873,28952.293751067624,4037.7812508871234,2013,,,,5G,,,
nevera,GE,8787183,47237.781417871105,194088.76930885942,2004,,,,,,,
laptop,Dell,2788612,187.2639871057351,7961.336786369912,2000,6006.0,,LED,NFC,32GB,256GB,
celular,Apple,7143980,19113.38043303147,300.39362879253196,2012,,,,WiFi,32GB,64GB,IP68
camara,Panasonic,9359796,6347.395604838897,507.64378353177847,2016,,,,,,,
mouse,Logitech,626029,31499.70162184022,359.2368125094717,2001,,,,,,,
nevera,Samsung,4974258,22058.21051405406,230233.24639713418,2018,,,,,,,
televisores,Sony,7300271,48293.44729534063,197694.27346189282,2001,,1080p,LCD,,,,
teclado,Corsair,5711753,46987.023530044564,2932.210580874252,2003,,,,,,,
parlante,JBL,7305292,26178.472472909772,3240.7475629145824,2010,,,,,,,
monitor,Samsung,9787490,20970.65032466176,5320.050932363203,2021,,4K,LCD,,,,
monitor,Samsung,4389275,18108.83586103137,7262.406975423308,2012,,1080p,LCD,,,,
monitor,HP,9146213,26520.501297242554,12759.09916894861,2011,,,,,,,
nevera,LG,5170583,3238.1965075439343,185365.6314211369,2005,,,,,,,
monitor,Samsung,2159437,38568.41995856393,18115.90357251119,2022,,,LCD,,,,
tablet,Amazon,3231401,43845.964066875786,499.5917410615005,2013,,,LCD,Bluetooth,8GB,512GB,
smart watch,Fitbit,914923,47408.23269941239,126.68075739647531,2006,4274.0,,LCD,5G,,,None
audifonos,Sennheiser,3671249,23833.342044688052,423.65178385341045,2010,,,,NFC,,,
smart watch,Samsung,7567581,6246.21908281884,129.9955991236952,2016,,,LED,,,,IP67
camara,Canon,7452148,48435.15276921397,2344.493744665935,2008,,1080p,,,,,
smart watch,Garmin,5704076,23806.62057792745,53.087869628384844,2014,,,LCD,Bluetooth,,,IP68
tablet,Apple,3522768,32093.45265886482,456.73737510520067,2016,,,OLED,5G,4GB,64GB,
camara,Panasonic,2430086,27269.37360963693,3547.2627323048714,2006,,4K,,,,,
mouse,Microsoft,6915163,8108.030450757847,124.72435200041505,2017,,,,,,,
laptop,Apple,9154572,3779.0264697941016,7518.738526335814,2003,5038.0,,OLED,WiFi,,64GB,
audifonos,Beats,7607164,39384.20825444564,218.34000382848168,2014,,,,,,,
parlante,Bose,1026335,41379.36351674488,4984.219251084291,2022,,,,,,,
televisores,Sony,1854302,20218.78930799696,142685.0897751805,2013,,4K,,,,,
smart watch,Apple,7749712,9723.805743380244,123.47717796240876,2015,,,,,,,
laptop,Apple,845911,11069.68735561093,5402.211730846506,2020,7597.0,,LCD,4G,32GB,,
televisores,Samsung,4667332,21158.497674470214,98339.46333375356,2010,,8K,OLED,,,,
nevera,LG,4111763,45372.49678522526,276005.35506205115,2010,,,,,,,
celular,Xiaomi,3818245,46453.65757585689,161.7721924686393,2018,2459.0,,,4G,4GB,1TB,None
teclado,Logitech,492561,27319.514913359995,2659.075396207084,2006,,,,,,,
cpu,Intel,4630417,1250.4833221969466,10620.57438712216,2005,,,,,,,
celular,Apple,2551402,36695.63635066109,380.64491395358925,2014,,,,5G,16GB,64GB,IP67
laptop,Dell,7557917,21705.542561539,3009.8842936535757,2006,8561.0,,,4G,8GB,256GB,
nevera,Samsung,4530134,7012.453214388893,247288.83471385628,2003,,,,,,,
parlante,Bose,1264202,34006.85278890649,3840.3535614071393,2023,,,,5G,,,
tablet,Apple,2089350,3090.333653463139,436.9204389678183,2019,2462.0,,LCD,Bluetooth,,,
monitor,Dell,4454261,14511.761249201105,18650.155215001058,2013,,1080p,,,,,
nevera,GE,6963760,11515.387820436468,232172.0950435567,2012,,,,,,,
parlante,Bose,4321079,49058.71622439672,3831.093927712911,2003,,,,NFC,,,
parlante,Sony,2933945,44986.914803841115,4648.632759003331,2010,,,,NFC,,,
cargador,Anker,8966947,4841.251237853383,153.5995346211571,2008,,,,,,,
cpu,AMD,7912424,43932.00860127868,5511.0027957348775,2006,,,,,,,
secadora,Whirlpool,5595667,5036.580113075033,104412.3229798992,2006,,,,,,,
camara,Panasonic,3968046,41792.28025495042,3413.077684495544,2021,,4K,,,,,
celular,Samsung,5814948,17739.526835165532,368.39732819744006,2022,,,,NFC,32GB,512GB,
cargador,Samsung,2522357,42402.740237417434,192.30834744322718,2017,,,,,,,
camara,Nikon,4038937,42088.59994419866,1029.195594405635,2017,,8K,,,,,
monitor,Samsung,9509573,46489.70135232149,19634.610274947358,2010,,4K,,,,,
celular,Apple,8623833,35439.59467003823,397.08341242699265,2009,3962.0,,,WiFi,32GB,128GB,None
monitor,HP,9475244,6271.074110554336,9354.456243462108,2010,,1080p,,,,,
monitor,HP,4588863,35637.09745513656,19302.77682960206,2005,,1080p,LED,,,,
tablet,Huawei,3647816,25000.536417639618,502.51138810522883,2013,2185.0,,LED,NFC,32GB,64GB,
smart watch,Garmin,9665755,27431.912248183373,51.15759512766082,2007,2986.0,,LCD,Bluetooth,,,IP68
celular,Samsung,8558562,11091.747228372633,321.5368502559837,2010,8836.0,,,,32GB,128GB,IP68
smart watch,Garmin,3914596,30328.058902373796,182.41678930345162,2016,,,LCD,4G,,,IP67
tablet,Samsung,1699727,20805.140458786896,540.9915692182662,2022,7908.0,,LCD,Bluetooth,,64GB,
monitor,Samsung,9334852,17100.002343814765,8902.277999232616,2011,,,LCD,,,,
lavadora,Bosch,8190467,45982.214814732324,137045.34315872137,2002,,,,,,,
smart watch,Garmin,3640981,13315.55181337078,81.7207053865661,2001,3237.0,,,NFC,,,
secadora,Samsung,7370881,13892.536867423114,105032.47806645093,2004,,,,,,,
monitor,Dell,1507218,48328.71686451388,13484.969141208156,2018,,1080p,LCD,,,,
parlante,LG,4432235,862.869456084424,4541.552596928641,2021,,,,4G,,,
camara,Nikon,6629220,44178.28153756604,1431.5263583093545,2012,,8K,,,,,
laptop,HP,6982865,7535.3882478058185,6784.229562334249,2005,,,,4G,4GB,64GB,
tablet,Samsung,2262799,17669.353000974686,649.5808215826844,2011,8605.0,,LED,WiFi,4GB,256GB,
camara,Canon,5265018,11314.268251372208,4492.8653653593165,2011,,4K,,,,,
cpu,IBM,4659230,661.9760376906563,7428.503219655004,2015,,,,,,,
monitor,Samsung,455778,25958.488381018316,19461.229880550756,2004,,1080p,LCD,,,,
audifonos,Bose,3078453,39469.60110439357,81.16754740314376,2004,,,,WiFi,,,
televisores,Samsung,1271821,47788.83144834698,148303.44229669956,2022,,1080p,OLED,,,,
smart watch,Garmin,4002437,43048.72482354446,139.67060072343526,2021,4734.0,,OLED,WiFi,,,IP68
monitor,Samsung,6908036,29042.14598178854,19015.375746603288,2020,,4K,LED,,,,
cpu,AMD,6693537,28527.294252232878,6376.6339015764515,2023,,,,,,,
secadora,Whirlpool,8628829,17701.725648157724,144650.176647298,2023,,,,,,,
tablet,Apple,4157396,45094.394179787465,651.5896515965613,2017,,,LED,NFC,,64GB,
lavadora,Whirlpool,2585576,42356.0537618566,104707.26499387772,2020,,,,,,,
cargador,Belkin,3537036,37039.596052658264,106.46385134345752,2003,,,,,,,
mouse,Microsoft,2009884,20739.672324727668,137.65663954450847,2019,,,,,,,
celular,Huawei,4958002,13225.736384010268,471.91144614134095,2002,,,,Bluetooth,8GB,,IP68
nevera,Whirlpool,7141338,47340.29461962193,250289.88396448997,2005,,,,,,,
laptop,HP,7823414,26867.69489877582,7664.699140526551,2020,3909.0,,OLED,NFC,32GB,64GB,
tablet,Amazon,8367024,44405.403997230416,649.898605942128,2007,4276.0,,LCD,WiFi,16GB,512GB,
parlante,Sony,4300617,46740.47809969117,2765.4672987722693,2003,,,,NFC,,,
mouse,Razer,2245235,10106.565019160049,468.21989871372114,2007,,,,,,,
audifonos,Bose,6507927,37782.86754519363,434.54924329618035,2015,,,,Bluetooth,,,
cargador,Anker,5770792,40368.39274598458,83.39965601059168,2018,,,,,,,
monitor,HP,1572290,28022.733190840307,14386.455619584203,2015,,8K,OLED,,,,
teclado,Logitech,5901711,21792.52445466273,1298.2013312769504,2010,,,,,,,
celular,Apple,2117072,21929.413318991632,461.70949424892814,2007,9548.0,,,4G,4GB,,
secadora,LG,8559098,8596.988734168339,114963.27296465509,2010,,,,,,,
monitor,Samsung,6731996,36683.27825388324,14490.047714448825,2015,,1080p,LED,,,,
smart watch,Fitbit,429623,6194.741615575383,114.47196308424338,2018,,,LCD,5G,,,None
tablet,Amazon,4480161,37667.698925445446,374.3985325052282,2006,,,,NFC,8GB,128GB,
camara,Panasonic,9988897,6360.209854768956,2103.0477620013685,2019,,,,,,,
audifonos,Bose,7638009,25597.080908504573,245.47930314048412,2012,,,,NFC,,,
parlante,JBL,4721688,47985.28810941386,4482.34250083099,2004,,,,4G,,,
cpu,IBM,8379918,34836.71965690801,11847.823883331774,2009,,,,,,,
audifonos,Sennheiser,3952175,34183.1241355051,166.3611015931189,2018,,,,,,,
tablet,Huawei,1478559,10423.325090723893,444.671681685702,2016,2918.0,,OLED,4G,4GB,1TB,
teclado,Logitech,2214856,48951.31811793277,1651.4438667267755,2021,,,,,,,
televisores,LG,1709591,16447.70141279548,168070.09381666576,2001,,8K,,,,,
cpu,Intel,3248519,7257.885657739596,7406.944546533798,2006,,,,,,,
secadora,Whirlpool,1257503,13139.01005275336,129858.2498966238,2021,,,,,,,
camara,Panasonic,7698433,11630.016403716283,4270.062501532705,2006,,,,,,,
teclado,Logitech,3509212,4629.186507955295,1005.1269792095686,2010,,,,,,,
cargador,Samsung,3294678,46493.41757788082,111.13947560577111,2021,,,,,,,
audifonos,Sennheiser,5390643,46762.77947434454,437.66851989298624,2003,,,,,,,
lavadora,Samsung,6787493,36399.70033410631,142312.35973690936,2022,,,,,,,
monitor,Dell,7324609,9339.692700751426,18040.196030906125,2018,,1080p,OLED,,,,
smart watch,Samsung,4422445,24676.491453915958,172.9230595071724,2005,6444.0,,LED,NFC,,,IP68
lavadora,LG,498125,18794.578215152636,127583.65022043558,2011,,,,,,,
monitor,Samsung,9946069,2622.8744933868857,19189.524433215647,2019,,1080p,LCD,,,,
parlante,JBL,3925838,15258.245876946508,1155.1967048786512,2000,,,,NFC,,,
smart watch,Fitbit,6745737,15188.73875096248,136.93715398652796,2001,,,LED,Bluetooth,,,
laptop,HP,7124324,30508.19827563262,2193.3052483745555,2006,,,LCD,NFC,,64GB,
nevera,GE,5258324,38905.21139607587,241433.2570733971,2004,,,,,,,
lavadora,LG,8529691,19925.649617087645,132433.4055181365,2012,,,,,,,
lavadora,Whirlpool,7574280,8455.17145457466,149268.74583837535,2012,,,,,,,
teclado,Corsair,8422525,46907.61437150838,2121.044759928179,2001,,,,,,,
camara,Panasonic,521496,28677.33405691796,1258.588846992119,2005,,4K,,,,,
televisores,LG,4089511,22395.556274185787,173238.33877448778,2011,,8K,LED,,,,
mouse,Microsoft,7812707,26747.579021544618,375.4379908184046,2015,,,,,,,
nevera,GE,8251236,45500.17697983573,235172.09991882058,2017,,,,,,,
cargador,Anker,1645079,20086.259832626645,72.05607529676548,2008,,,,,,,
lavadora,Samsung,9589120,44154.792103144486,145982.5129049071,2015,,,,,,,
audifonos,Sony,3510748,33817.586393641854,247.949991413059,2008,,,,4G,,,
parlante,Bose,8798108,20504.58139065885,3686.518229266753,2007,,,,4G,,,
camara,Nikon,7942611,32030.499974822997,2894.2740700166282,2023,,8K,,,,,
cpu,Intel,2071186,9279.555395006597,16514.553057330842,2020,,,,,,,
smart watch,Samsung,8966985,47021.274159698376,180.3538589804879,2012,,,OLED,WiFi,,,IP67
tablet,Amazon,2664201,14834.867763675615,417.79121343377676,2013,,,LCD,5G,4GB,128GB,
parlante,Sony,8559512,10399.813691834683,1394.7198796582234,2017,,,,4G,,,
celular,Xiaomi,258138,48059.23758912444,493.07939851662513,2022,,,,,32GB,256GB,None
teclado,Logitech,6939977,2321.9215794287593,1629.6896418092276,2013,,,,,,,
mouse,HP,6583520,40615.512967742536,363.1043081105993,2002,,,,,,,
teclado,Razer,379587,10678.207710672401,1153.4998301760406,2017,,,,,,,
teclado,Logitech,9741056,3658.745634459956,1540.0980097079762,2013,,,,,,,
lavadora,Samsung,2789657,14134.892277040948,141446.82639370748,2002,,,,,,,
celular,Huawei,5747847,12786.190212909605,269.81969310170473,2002,7170.0,,,WiFi,8GB,512GB,None
monitor,Dell,968022,20651.86036134589,8058.521948482201,2000,,4K,,,,,
parlante,LG,4551932,41865.002227748984,2083.798820161407,2003,,,,,,,
teclado,Logitech,9168641,49088.44101146619,1532.0440341956282,2011,,,,,,,
cpu,Qualcomm,9672331,39658.53148404991,9306.389046283104,2000,,,,,,,
mouse,Logitech,4611838,8330.266981321563,453.7710999551358,2003,,,,,,,
lavadora,Whirlpool,9435114,6055.966641824075,126200.56517265126,2003,,,,,,,
audifonos,Sennheiser,7683542,30488.170469041128,441.033289817397,2002,,,,NFC,,,
teclado,Razer,5741545,9766.286095216326,522.3794821573703,2014,,,,,,,
cargador,Apple,493269,41213.976321697526,135.50861976717573,2007,,,,,,,
audifonos,Sony,7471574,13001.965533523418,449.31165788625816,2005,,,,4G,,,
celular,Apple,303900,6626.108085164601,202.70445755372194,2019,4748.0,,,4G,32GB,1TB,
cpu,AMD,9259114,45067.617401973366,16154.56093442676,2004,,,,,,,
smart watch,Samsung,1983245,39994.82717958595,57.62538416874627,2008,3143.0,,LED,WiFi,,,IP68
laptop,Dell,6179659,48220.118967523995,4046.8931672664335,2018,,,,4G,4GB,64GB,
camara,Panasonic,4390529,12217.120957743511,1384.0715756174893,2008,,4K,,,,,
monitor,Dell,3388739,17805.88242159478,19207.749775179247,2018,,,,,,,
parlante,LG,8768877,13740.051547305759,3446.516834836142,2011,,,,Bluetooth,,,
audifonos,Sony,192477,43373.372981423265,86.88419332657298,2018,,,,WiFi,,,
secadora,Bosch,7146436,28476.22174780333,111914.83702256181,2017,,,,,,,
mouse,Microsoft,6283778,2363.3580418290912,333.49712029691557,2012,,,,,,,
secadora,Samsung,9473583,49495.20226819039,119793.60732380324,2008,,,,,,,
smart watch,Garmin,3328775,19125.757194507845,103.40110357974396,2016,,,LCD,NFC,,,IP68
lavadora,LG,6967337,22886.795396973597,115588.29533277923,2010,,,,,,,
lavadora,Samsung,2921084,6846.534271021686,132296.2899089303,2007,,,,,,,
smart watch,Fitbit,1134205,1235.811725638069,118.45301461754285,2019,,,LED,WiFi,,,None
camara,Panasonic,1367756,35965.64926415214,1833.3101748436848,2021,,,,,,,
parlante,LG,524066,17675.02696557806,2827.9777420717655,2012,,,,Bluetooth,,,
camara,Canon,6381282,29808.151601870373,690.1273182826853,2004,,4K,,,,,
cargador,Apple,6179842,22417.72047823297,148.7887532326573,2015,,,,,,,
teclado,Razer,2861270,11344.872032829893,756.0485914987614,2000,,,,,,,
teclado,Logitech,8717942,22252.609384400224,2476.3279244198748,2009,,,,,,,
secadora,Samsung,6059895,12168.787468710298,126138.88694043973,2022,,,,,,,
audifonos,Bose,3100071,10165.329016897149,453.186559052992,2009,,,,5G,,,
lavadora,Bosch,1139297,19040.741303346334,121593.91238249854,2000,,,,,,,
celular,Huawei,3750409,31999.7311640145,163.25209620176602,2013,,,,4G,,,IP68
tablet,Amazon,4125594,2152.8130178614265,514.9926292216687,2004,6021.0,,LED,NFC,8GB,64GB,
cpu,Qualcomm,4557499,13725.893597733979,7060.919507753463,2015,,,,,,,
celular,Xiaomi,7311583,3328.109894269863,321.08229332860026,2013,,,,NFC,8GB,1TB,IP68
audifonos,Sennheiser,3695977,10578.087047262823,189.72746375436407,2021,,,,WiFi,,,
lavadora,Bosch,5675298,49589.9915674903,133210.31076939392,2006,,,,,,,
celular,Xiaomi,1154488,33748.975980063326,447.0071700223453,2008,4021.0,,,4G,32GB,128GB,IP67
parlante,JBL,2212181,40448.770199259154,3841.24686251794,2010,,,,Bluetooth,,,
tablet,Apple,9127398,14806.685079700801,343.13153222815424,2008,,,LCD,5G,16GB,512GB,
nevera,GE,3622236,17875.08899189099,270161.01143065817,2019,,,,,,,
monitor,Samsung,181237,14414.770268345525,12748.180850509572,2022,,,LCD,,,,
secadora,Bosch,4364507,23120.969759986016,145830.06621809324,2009,,,,,,,
audifonos,Sennheiser,5997599,3887.8588978769694,99.68764042237935,2012,,,,NFC,,,
smart watch,Garmin,1487789,5010.446853179601,123.59264754032804,2018,5698.0,,,4G,,,None
nevera,Samsung,5475621,435.89713261930257,201232.04210064356,2001,,,,,,,
cargador,Belkin,387826,11249.111366262132,198.96511206750017,2023,,,,,,,
audifonos,Bose,1915707,21960.57520439515,165.79234084328402,2021,,,,WiFi,,,
televisores,Samsung,2843541,28027.787277635685,171305.2435748214,2013,,1080p,,,,,
laptop,Apple,5929822,20166.14621316865,7764.239784173066,2015,6329.0,,,5G,8GB,,
lavadora,Whirlpool,8033112,27407.081544408436,140214.14428784477,2020,,,,,,,
tablet,Huawei,6383109,19356.20588294757,369.55742320654247,2022,4627.0,,LED,NFC,4GB,512GB,
smart watch,Samsung,6144343,3069.104302006433,130.43501706184801,2014,1389.0,,LCD,NFC,,,IP68
cpu,AMD,4628364,22357.309721857328,5428.014823868394,2016,,,,,,,
audifonos,Sony,2634234,19945.764771330825,74.33808159943848,2019,,,,Bluetooth,,,
secadora,LG,2385528,29982.36959261074,103978.2182762083,2005,,,,,,,
cargador,Apple,2038021,35302.18826542215,182.05971711132452,2009,,,,,,,
cpu,IBM,2664440,28629.073983860068,12017.031152993339,2018,,,,,,,
monitor,Samsung,1827308,6595.286765158876,12138.766787017055,2019,,4K,OLED,,,,
parlante,JBL,710738,25278.862095572178,2392.6430423282964,2013,,,,5G,,,
camara,Sony,3761653,26401.628077071437,4464.90042921577,2001,,8K,,,,,
tablet,Samsung,8894975,28420.36413611144,517.1371229161161,2016,1702.0,,OLED,4G,,128GB,
audifonos,Sennheiser,1993355,14975.608450123254,309.21840488505205,2023,,,,4G,,,
laptop,Dell,9177789,20470.31459148953,5494.899366920578,2020,,,LED,NFC,,1TB,
laptop,Lenovo,645695,19090.427195176337,3115.6274057527503,2000,,,LED,,8GB,512GB,
laptop,Apple,648774,46626.00972718293,3759.2999373889807,2011,,,LCD,5G,16GB,,
celular,Apple,9768386,13218.538277357879,490.5965443096003,2013,,,,WiFi,,128GB,IP68
celular,Huawei,1430156,8696.178974188595,272.3672625524283,2021,,,,NFC,,1TB,IP67
teclado,Logitech,9344629,30122.875562978945,2427.8731631538626,2004,,,,,,,
tablet,Huawei,1036480,6179.382837804031,530.2355231307181,2009,6805.0,,LED,NFC,4GB,1TB,
celular,Apple,3531133,15487.010398801096,151.98393723745207,2001,,,,4G,16GB,512GB,
audifonos,Sennheiser,8999209,21652.206151545073,75.27860738561213,2019,,,,WiFi,,,
secadora,Samsung,8149811,9358.32402868471,128043.17643451325,2001,,,,,,,
mouse,HP,7476715,18432.651415859593,226.707442925826,2001,,,,,,,
celular,Apple,6911601,14316.39406109273,380.9627094474341,2005,8932.0,,,WiFi,32GB,512GB,IP67
lavadora,Bosch,5134708,20901.882229542476,149447.9306176516,2002,,,,,,,
televisores,LG,9041512,9897.163197140868,145168.89363662608,2010,,4K,LED,,,,
teclado,Microsoft,300217,22452.98055053903,1941.9915780894655,2013,,,,,,,
mouse,Logitech,3980381,7433.98488255205,395.85740661688607,2022,,,,,,,
cargador,Anker,6890758,23397.124945369673,130.67276332612704,2022,,,,,,,
parlante,Bose,3004455,593.0602628739089,2456.4650769699556,2019,,,,WiFi,,,
lavadora,LG,5612786,8102.424830183151,109729.36702748858,2005,,,,,,,
lavadora,Bosch,1880252,29441.616160717025,148857.61515141634,2012,,,,,,,
celular,Samsung,9775048,13517.360638475802,328.05365773740505,2015,9097.0,,,NFC,8GB,,None
smart watch,Fitbit,6435432,32494.998255775416,153.09979351129638,2016,9549.0,,LED,Bluetooth,,,
secadora,LG,6560852,27017.87758485618,137955.95205858132,2010,,,,,,,
monitor,HP,6300401,45075.02692328299,16564.19032094952,2001,,,OLED,,,,
cargador,Anker,9744354,21150.92526500635,145.07269193406827,2003,,,,,,,
audifonos,Sony,765223,24057.11387365867,337.623067089984,2012,,,,WiFi,,,
mouse,Microsoft,882960,33873.73312365934,485.11769773057546,2012,,,,,,,
camara,Sony,8904706,25716.500043676257,1203.1623849111656,2018,,4K,,,,,
camara,Nikon,4068662,18994.1751783904,3161.8736971969074,2017,,8K,,,,,
audifonos,Beats,9564085,18129.54800122524,343.57566695026674,2017,,,,,,,
lavadora,LG,2483682,24551.850434395677,122225.36485955885,2017,,,,,,,
mouse,Razer,4503889,1294.795554207662,118.68256323684032,2020,,,,,,,
cargador,Apple,3861705,7987.1085266390555,122.4460279717271,2002,,,,,,,
audifonos,Sennheiser,1811561,38966.403605227184,223.26041749798242,2006,,,,,,,
monitor,Dell,2226693,23669.306946290417,15869.369515163422,2003,,,,,,,
celular,Apple,7750139,32869.52659082892,350.2133759118468,2013,,,,WiFi,,256GB,IP68
mouse,Razer,7934562,26094.820187561683,196.28584904915095,2022,,,,,,,
televisores,Samsung,2224427,10445.086495975198,172601.34296085924,2017,,4K,OLED,,,,
teclado,Corsair,7396108,27624.322755356345,1061.7903544760597,2022,,,,,,,
audifonos,Sennheiser,1230834,41696.82695742195,197.2925862813956,2006,,,,NFC,,,
mouse,Razer,2952619,24670.20347065728,214.27617721857325,2009,,,,,,,
smart watch,Samsung,9849240,31574.133792737397,75.1243322652999,2014,,,,,,,None
smart watch,Fitbit,1566156,11860.523798164411,58.445571124992,2021,9724.0,,OLED,NFC,,,None
laptop,Lenovo,6300139,45333.976103549525,6094.104024486265,2011,,,LED,NFC,,256GB,
televisores,Samsung,2421549,12892.052591524769,134567.23674345476,2021,,8K,,,,,
parlante,LG,7388955,6066.919673824966,3565.350504702141,2019,,,,NFC,,,
teclado,Logitech,1627445,41476.79379091914,977.8319724201444,2013,,,,,,,
